Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As
"17.02.2019, 14:45",Trefl Gdańsk,Jastrzębski Węgiel,1,3,72,94,3,6,"0,75",83,9,28,27,32%,10,12%,120,13,11,52,43%,17,"4,25",78,96,9,13,"2,25",88,3,29,42,47%,11,12%,137,6,17,58,42%,11,"2,75"
"16.02.2019, 14:45",ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,0,3,42,60,0,11,"0,00",61,1,17,34,55%,18,29%,93,6,10,36,39%,6,"2,00",54,74,1,13,"0,33",49,0,18,26,53%,10,20%,84,3,6,43,51%,10,"3,33"
"17.02.2019, 17:30",PGE Skra Bełchatów,Cuprum Lubin,3,1,59,95,3,15,"0,75",61,8,22,23,37%,10,16%,91,6,9,45,49%,11,"2,75",63,86,8,25,"2,00",80,3,28,35,43%,16,20%,106,8,11,46,43%,9,"2,25"
"14.02.2019, 20:30",ONICO Warszawa,MKS Będzin,3,0,54,73,6,17,"2,00",50,7,12,25,50%,15,30%,63,2,3,39,62%,9,"3,00",42,66,7,16,"2,33",56,6,13,27,48%,9,16%,61,3,9,32,52%,3,"1,00"
"16.02.2019, 17:30",GKS Katowice,Cerrad Czarni Radom,3,0,57,79,9,6,"3,00",49,1,17,22,44%,8,16%,83,3,4,38,46%,10,"3,33",49,63,1,14,"0,33",72,9,25,26,36%,14,19%,91,7,10,44,48%,4,"1,33"
"20.02.2019, 18:30",GKS Katowice,Chemik Bydgoszcz,3,1,75,96,7,19,"1,75",63,2,20,32,50%,10,15%,101,6,3,52,51%,16,"4,00",49,77,2,14,"0,50",77,7,25,40,51%,17,22%,99,4,16,44,44%,3,"0,75"
"20.02.2019, 18:00",Aluron Virtu Warta Zawiercie,MKS Będzin,3,1,73,98,11,13,"2,75",73,11,15,31,42%,10,13%,86,6,7,51,59%,11,"2,75",67,93,11,20,"2,75",85,11,17,43,50%,7,8%,97,5,11,49,51%,7,"1,75"
"20.02.2019, 20:30",ONICO Warszawa,PGE Skra Bełchatów,2,3,80,109,8,19,"1,60",91,11,27,38,41%,22,24%,103,5,9,62,60%,10,"2,00",85,112,11,21,"2,20",90,8,24,37,41%,17,18%,111,6,10,65,59%,9,"1,80"
"20.02.2019, 18:00",Cuprum Lubin,ZAKSA Kędzierzyn-Koźle,0,3,45,64,1,11,"0,33",64,2,21,32,50%,12,18%,82,4,3,35,43%,9,"3,00",56,73,2,9,"0,67",53,1,11,28,52%,17,32%,98,5,9,51,52%,3,"1,00"
"20.02.2019, 17:30",Asseco Resovia Rzeszów,Trefl Gdańsk,3,1,78,97,7,14,"1,75",77,8,22,40,51%,13,16%,125,5,9,65,52%,6,"1,50",64,90,8,13,"2,00",83,7,31,38,45%,8,9%,109,5,6,47,43%,9,"2,25"
"20.02.2019, 18:00",Jastrzębski Węgiel,Indykpol AZS Olsztyn,2,3,86,117,1,27,"0,20",101,5,28,48,47%,19,18%,147,7,15,69,47%,16,"3,20",77,117,5,16,"1,00",90,1,22,44,48%,12,13%,142,10,16,57,40%,15,"3,00"
"25.02.2019, 17:30",Chemik Bydgoszcz,Jastrzębski Węgiel,0,3,48,64,6,13,"2,00",64,4,20,35,54%,6,9%,96,7,9,35,36%,7,"2,33",52,73,4,9,"1,33",51,6,12,32,62%,11,21%,94,3,7,39,41%,9,"3,00"
"24.02.2019, 17:30",Indykpol AZS Olsztyn,Asseco Resovia Rzeszów,3,0,53,73,4,11,"1,33",51,4,14,22,43%,7,13%,86,4,3,41,48%,8,"2,67",45,64,4,13,"1,33",62,4,18,34,54%,16,25%,96,6,8,38,40%,3,"1,00"
"23.02.2019, 20:30",Trefl Gdańsk,Cuprum Lubin,3,0,58,74,6,8,"2,00",49,2,16,28,57%,9,18%,73,5,8,41,56%,11,"3,67",44,59,2,10,"0,67",66,6,29,23,34%,2,3%,82,6,11,34,41%,8,"2,67"
"23.02.2019, 14:45",ZAKSA Kędzierzyn-Koźle,ONICO Warszawa,1,3,62,87,3,14,"0,75",79,14,18,34,43%,23,29%,112,3,11,57,51%,2,"0,50",80,97,14,18,"3,50",73,3,26,36,49%,18,24%,100,4,2,55,55%,11,"2,75"
"24.02.2019, 14:45",PGE Skra Bełchatów,Aluron Virtu Warta Zawiercie,3,2,83,103,10,16,"2,00",93,7,27,42,45%,15,16%,113,5,8,63,56%,10,"2,00",79,102,7,9,"1,40",87,10,32,33,37%,12,13%,114,9,10,64,56%,8,"1,60"
"25.02.2019, 20:30",MKS Będzin,Cerrad Czarni Radom,1,3,53,85,5,14,"1,25",83,11,24,38,45%,15,18%,106,8,9,41,39%,7,"1,75",79,102,11,19,"2,75",71,5,25,36,50%,18,25%,107,9,7,59,55%,9,"2,25"
"01.03.2019, 20:30",GKS Katowice,MKS Będzin,3,2,73,102,4,16,"0,80",74,9,25,32,43%,14,18%,114,7,4,53,46%,16,"3,20",68,91,9,17,"1,80",86,4,29,43,50%,18,20%,139,11,16,55,40%,4,"0,80"
"02.03.2019, 14:45",Cerrad Czarni Radom,PGE Skra Bełchatów,2,3,78,102,10,26,"2,00",90,10,28,41,45%,14,15%,107,8,11,58,54%,10,"2,00",70,105,10,15,"2,00",76,10,18,37,48%,14,18%,94,5,10,49,52%,11,"2,20"
"03.03.2019, 14:45",Aluron Virtu Warta Zawiercie,ZAKSA Kędzierzyn-Koźle,1,3,66,82,9,24,"2,25",86,3,28,42,48%,10,11%,106,12,7,52,49%,5,"1,25",60,96,3,10,"0,75",58,9,18,23,39%,9,15%,88,5,5,50,57%,7,"1,75"
"02.03.2019, 17:30",ONICO Warszawa,Trefl Gdańsk,3,0,58,73,9,16,"3,00",47,3,14,22,46%,7,14%,66,6,4,43,65%,6,"2,00",31,56,3,9,"1,00",57,9,18,21,36%,10,17%,57,4,6,24,42%,4,"1,33"
"03.03.2019, 17:30",Cuprum Lubin,Indykpol AZS Olsztyn,1,3,71,89,0,13,"0,00",83,3,27,36,43%,17,20%,129,10,9,61,47%,10,"2,50",68,93,3,10,"0,75",76,0,19,34,44%,11,14%,122,3,10,56,46%,9,"2,25"
"02.03.2019, 20:30",Asseco Resovia Rzeszów,Jastrzębski Węgiel,3,0,56,74,7,13,"2,33",48,3,20,22,45%,5,10%,82,7,3,38,46%,11,"3,67",37,60,3,12,"1,00",61,7,26,20,32%,6,9%,90,4,11,31,34%,3,"1,00"
"11.03.2019, 17:30",Chemik Bydgoszcz,Asseco Resovia Rzeszów,1,3,57,77,3,10,"0,75",82,9,27,33,40%,11,13%,91,7,12,47,52%,7,"1,75",75,96,9,14,"2,25",67,3,22,35,52%,16,23%,93,4,7,54,58%,12,"3,00"
"07.03.2019, 17:30",Jastrzębski Węgiel,Cuprum Lubin,3,0,58,73,7,12,"2,33",46,2,5,26,56%,9,19%,71,0,4,41,58%,10,"3,33",42,57,2,11,"0,67",61,7,13,29,47%,10,16%,82,5,10,36,44%,4,"1,33"
"08.03.2019, 20:30",Indykpol AZS Olsztyn,ONICO Warszawa,1,3,51,84,2,17,"0,50",75,7,24,36,48%,11,14%,104,8,13,40,38%,9,"2,25",68,94,7,19,"1,75",67,2,20,32,47%,15,22%,102,12,9,48,47%,13,"3,25"
"08.03.2019, 17:30",Trefl Gdańsk,Aluron Virtu Warta Zawiercie,1,3,66,92,5,18,"1,25",85,5,40,27,31%,11,12%,114,10,6,53,46%,8,"2,00",70,98,5,13,"1,25",74,5,15,42,56%,10,13%,104,8,8,59,57%,6,"1,50"
"10.03.2019, 20:30",ZAKSA Kędzierzyn-Koźle,Cerrad Czarni Radom,3,1,66,97,5,14,"1,25",74,5,21,37,50%,17,22%,115,5,11,56,49%,5,"1,25",67,93,5,19,"1,25",83,5,27,38,45%,16,19%,100,11,5,51,51%,11,"2,75"
"07.03.2019, 20:30",PGE Skra Bełchatów,GKS Katowice,3,1,70,97,10,16,"2,50",63,7,13,31,49%,14,22%,95,6,6,51,54%,9,"2,25",57,84,7,21,"1,75",81,10,28,30,37%,16,19%,104,5,9,44,42%,6,"1,50"
"15.03.2019, 20:30",MKS Będzin,Chemik Bydgoszcz,1,3,66,86,10,19,"2,50",85,3,22,52,61%,21,24%,109,11,19,49,45%,7,"1,75",62,97,3,11,"0,75",67,10,23,27,40%,11,16%,81,5,7,40,49%,19,"4,75"
"16.03.2019, 14:45",GKS Katowice,ZAKSA Kędzierzyn-Koźle,1,3,58,85,3,21,"0,75",83,5,30,37,44%,19,22%,106,9,6,50,47%,5,"1,25",68,98,5,15,"1,25",64,3,19,32,50%,17,26%,101,6,5,57,56%,6,"1,50"
"16.03.2019, 17:30",Cerrad Czarni Radom,Trefl Gdańsk,3,0,56,74,7,21,"2,33",53,7,11,27,50%,8,15%,74,3,5,41,55%,8,"2,67",38,67,7,14,"2,33",53,7,14,27,50%,12,22%,60,3,8,26,43%,5,"1,67"
"17.03.2019, 14:45",Aluron Virtu Warta Zawiercie,Indykpol AZS Olsztyn,3,0,58,73,13,8,"4,33",48,4,9,24,50%,7,14%,75,6,4,39,52%,6,"2,00",43,60,4,12,"1,33",65,13,24,22,33%,3,4%,74,3,6,35,47%,4,"1,33"
"17.03.2019, 20:30",ONICO Warszawa,Jastrzębski Węgiel,3,0,50,76,5,15,"1,67",48,3,16,23,47%,14,29%,68,3,7,37,54%,8,"2,67",43,62,3,14,"1,00",61,5,19,21,34%,7,11%,74,9,8,33,45%,7,"2,33"
"15.03.2019, 17:30",Cuprum Lubin,Asseco Resovia Rzeszów,3,0,56,76,3,9,"1,00",58,7,15,25,43%,8,13%,88,7,7,40,45%,13,"4,33",52,72,7,14,"2,33",67,3,18,26,38%,7,10%,90,7,13,38,42%,7,"2,33"
"20.03.2019, 20:30",ONICO Warszawa,Chemik Bydgoszcz,3,0,53,73,5,14,"1,67",40,2,6,23,57%,15,37%,68,4,5,35,51%,13,"4,33",36,57,2,17,"0,67",59,5,21,22,37%,9,15%,76,5,13,29,38%,5,"1,67"
"23.03.2019, 14:45",Cuprum Lubin,Aluron Virtu Warta Zawiercie,0,3,37,60,1,17,"0,33",59,1,20,25,42%,12,20%,85,5,14,33,39%,3,"1,00",48,74,1,15,"0,33",43,1,13,21,48%,11,25%,70,4,3,33,47%,14,"4,67"
"19.03.2019, 20:30",Asseco Resovia Rzeszów,Cerrad Czarni Radom,3,1,68,92,6,16,"1,50",73,4,30,36,49%,10,13%,100,8,8,48,48%,14,"3,50",59,89,4,16,"1,00",76,6,25,39,51%,9,11%,103,6,14,47,46%,8,"2,00"
"19.03.2019, 17:30",GKS Katowice,Jastrzębski Węgiel,1,3,65,86,3,15,"0,75",87,6,28,33,37%,14,16%,113,8,8,47,42%,15,"3,75",74,100,6,13,"1,50",71,3,22,31,43%,11,15%,119,1,15,60,50%,8,"2,00"
"23.03.2019, 17:30",Trefl Gdańsk,MKS Będzin,2,3,79,116,9,21,"1,80",90,11,29,42,46%,18,20%,111,6,8,65,59%,5,"1,00",81,113,11,23,"2,20",95,9,31,47,49%,20,21%,120,14,5,62,52%,8,"1,60"
"24.03.2019, 14:45",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,3,1,75,106,6,19,"1,50",87,6,25,45,51%,22,25%,123,9,11,61,50%,8,"2,00",75,108,6,21,"1,50",87,6,23,39,44%,21,24%,120,10,8,58,48%,11,"2,75"
"18.04.2018, 20:30",Jastrzębski Węgiel,Trefl Gdańsk,1,3,60,84,0,15,"0,00",74,4,16,32,43%,9,12%,107,8,9,52,49%,8,"2,00",65,88,4,14,"1,00",69,0,21,29,42%,14,20%,102,7,8,52,51%,9,"2,25"
"21.04.2018, 20:00",Trefl Gdańsk,Jastrzębski Węgiel,1,3,70,91,2,16,"0,50",89,4,29,38,42%,20,22%,122,12,4,61,50%,7,"1,75",67,101,4,12,"1,00",75,2,17,46,61%,18,24%,121,8,7,59,49%,4,"1,00"
"22.04.2018, 20:00",Trefl Gdańsk,Jastrzębski Węgiel,3,2,76,106,5,18,"1,00",84,6,29,29,34%,15,17%,110,5,11,59,54%,12,"2,40",78,105,6,21,"1,20",88,5,30,36,40%,19,21%,126,9,12,61,48%,11,"2,20"
"18.04.2018, 17:00",Indykpol AZS Olsztyn,Asseco Resovia Rzeszów,2,3,75,100,5,16,"1,00",100,7,23,54,54%,22,22%,139,16,7,60,43%,10,"2,00",77,112,7,12,"1,40",84,5,18,47,55%,18,21%,130,7,10,63,48%,7,"1,40"
"21.04.2018, 14:45",Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,1,3,65,92,4,19,"1,00",88,16,21,42,47%,16,18%,121,12,11,54,45%,7,"1,75",71,100,12,12,"3,00",73,9,26,31,42%,14,19%,108,11,7,48,44%,11,"2,75"
"22.04.2018, 14:45",Asseco Resovia Rzeszów,Indykpol AZS Olsztyn,1,3,74,100,4,11,"1,00",84,7,24,41,48%,10,11%,127,11,14,61,48%,9,"2,25",73,98,3,14,"0,75",89,7,33,39,43%,6,6%,123,9,9,56,46%,14,"3,50"
"25.04.2018, 20:30",Indykpol AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,2,3,85,118,7,15,"1,40",92,2,19,54,58%,17,18%,149,14,9,73,49%,5,"1,00",82,115,2,23,"0,40",103,7,23,54,52%,24,23%,139,8,5,71,51%,9,"1,80"
"28.04.2018, 20:30",ZAKSA Kędzierzyn-Koźle,Indykpol AZS Olsztyn,3,2,71,104,7,17,"1,40",80,4,21,44,55%,18,22%,118,7,12,54,46%,10,"2,00",71,98,4,18,"0,80",87,7,28,38,43%,14,16%,113,11,10,55,49%,12,"2,40"
"25.04.2018, 17:30",Trefl Gdańsk,PGE Skra Bełchatów,2,3,76,102,7,14,"1,40",99,13,28,43,43%,18,18%,117,11,7,61,52%,8,"1,60",84,112,13,13,"2,60",88,7,21,41,46%,22,25%,125,12,8,64,51%,7,"1,40"
"28.04.2018, 17:30",PGE Skra Bełchatów,Trefl Gdańsk,3,2,84,119,6,27,"1,20",84,5,28,36,42%,23,27%,128,9,9,70,55%,8,"1,60",70,109,5,25,"1,00",92,6,36,34,36%,15,16%,118,10,8,56,47%,9,"1,80"
"02.05.2018, 20:30",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,3,0,62,74,6,15,"2,00",65,3,16,41,63%,23,35%,90,7,3,45,50%,11,"3,67",44,72,3,7,"1,00",59,6,17,27,45%,12,20%,86,7,11,38,44%,3,"1,00"
"05.05.2018, 20:30",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,1,3,67,90,9,17,"2,25",74,10,19,32,43%,16,21%,99,10,9,50,51%,8,"2,00",62,89,10,15,"2,50",73,9,13,38,52%,16,21%,98,5,8,43,44%,9,"2,25"
"02.05.2018, 17:30",Indykpol AZS Olsztyn,Trefl Gdańsk,2,3,85,112,6,11,"1,20",94,3,26,50,53%,15,15%,136,11,18,62,46%,17,"3,40",85,108,3,14,"0,60",101,6,32,47,46%,18,17%,134,11,17,64,48%,18,"3,60"
"05.05.2018, 17:30",Trefl Gdańsk,Indykpol AZS Olsztyn,3,1,71,94,5,13,"1,25",66,8,19,27,40%,13,19%,106,5,5,58,55%,8,"2,00",60,79,8,13,"2,00",81,5,27,40,49%,15,18%,118,10,8,47,40%,5,"1,25"
"25.04.2018, 18:00",Jastrzębski Węgiel,Asseco Resovia Rzeszów,3,2,69,101,8,14,"1,60",78,3,23,34,43%,10,12%,117,11,6,55,47%,6,"1,20",67,95,3,17,"0,60",87,8,22,36,41%,20,22%,118,12,6,58,49%,6,"1,20"
"28.04.2018, 17:00",Asseco Resovia Rzeszów,Jastrzębski Węgiel,3,1,80,103,9,18,"2,25",88,12,30,35,39%,12,13%,115,9,8,60,52%,11,"2,75",75,105,6,17,"1,50",85,15,31,34,40%,19,22%,118,5,11,61,52%,8,"2,00"
"29.04.2018, 14:45",Asseco Resovia Rzeszów,Jastrzębski Węgiel,1,3,77,98,2,24,"0,50",88,11,20,50,56%,21,23%,122,10,7,64,52%,11,"2,75",65,103,5,15,"1,25",74,6,11,47,63%,13,17%,113,6,11,53,47%,7,"1,75"
"18.04.2018, 18:00",Cuprum Lubin,ONICO Warszawa,1,3,55,83,4,12,"1,00",80,10,23,34,42%,8,10%,119,6,10,48,40%,3,"0,75",79,96,10,16,"2,50",71,4,19,39,54%,22,30%,113,7,3,59,52%,10,"2,50"
"23.04.2018, 20:00",ONICO Warszawa,Cuprum Lubin,1,3,71,97,2,24,"0,50",97,5,33,41,42%,28,28%,128,8,9,60,47%,9,"2,25",78,110,5,13,"1,25",73,2,28,32,43%,22,30%,134,10,9,64,48%,9,"2,25"
"18.04.2018, 18:00",Aluron Virtu Warta Zawiercie,Cerrad Czarni Radom,3,1,69,97,9,18,"2,25",72,14,13,31,43%,20,27%,85,5,5,52,61%,8,"2,00",61,88,14,16,"3,50",79,9,26,32,40%,20,25%,98,10,8,42,43%,5,"1,25"
"20.04.2018, 18:30",Cerrad Czarni Radom,Aluron Virtu Warta Zawiercie,3,0,58,85,7,13,"2,33",56,7,12,31,55%,19,33%,66,2,6,41,62%,10,"3,33",52,72,7,16,"2,33",72,7,21,33,45%,15,20%,87,11,10,39,45%,6,"2,00"
"18.04.2018, 18:00",Stocznia Szczecin,GKS Katowice,2,3,72,105,10,17,"2,00",84,5,15,48,57%,29,34%,125,5,15,53,42%,9,"1,80",81,106,5,22,"1,00",88,10,25,32,36%,15,17%,123,10,9,61,50%,15,"3,00"
"21.04.2018, 17:00",GKS Katowice,Stocznia Szczecin,3,0,57,73,4,14,"1,33",43,4,7,17,39%,12,27%,60,2,1,42,70%,11,"3,67",37,58,4,15,"1,33",59,4,9,30,50%,22,37%,66,3,11,32,48%,1,"0,33"
"19.04.2018, 18:00",Łuczniczka Bydgoszcz,MKS Będzin,2,3,74,103,8,12,"1,60",91,4,31,44,48%,16,17%,121,18,14,53,44%,13,"2,60",77,108,4,17,"0,80",91,8,24,43,47%,23,25%,116,8,13,59,51%,14,"2,80"
"22.04.2018, 17:00",MKS Będzin,Łuczniczka Bydgoszcz,3,0,53,73,5,15,"1,67",47,4,7,25,53%,10,21%,65,6,1,38,58%,10,"3,33",31,60,4,13,"1,33",58,5,14,27,46%,13,22%,73,5,10,26,36%,1,"0,33"
"22.11.2017, 18:00",PGE Skra Bełchatów,Trefl Gdańsk,3,0,53,73,9,14,"3,00",47,3,15,19,40%,13,27%,69,5,4,38,55%,6,"2,00",40,62,3,15,"1,00",59,9,24,21,35%,10,16%,67,5,6,33,49%,4,"1,33"
"01.10.2017, 20:00",Aluron Virtu Warta Zawiercie,ZAKSA Kędzierzyn-Koźle,1,3,56,88,2,15,"0,50",77,12,19,29,37%,9,11%,109,7,8,48,44%,6,"1,50",67,93,6,16,"1,50",72,5,8,36,50%,13,18%,122,12,6,53,43%,8,"2,00"
"25.10.2017, 18:00",Jastrzębski Węgiel,BBTS Bielsko-Biała,3,0,55,73,9,9,"3,00",41,3,7,21,51%,11,26%,56,4,4,36,64%,10,"3,33",42,57,3,16,"1,00",63,9,15,24,38%,11,17%,66,3,10,35,53%,4,"1,33"
"30.09.2017, 14:45",Indykpol AZS Olsztyn,Stocznia Szczecin,3,1,74,94,7,19,"1,75",76,2,17,37,48%,17,22%,113,7,9,54,48%,13,"3,25",55,86,2,10,"0,50",75,7,15,43,57%,22,29%,114,9,13,44,39%,9,"2,25"
"29.09.2017, 18:00",Cuprum Lubin,MKS Będzin,3,0,55,76,7,8,"2,33",45,2,18,22,48%,8,17%,75,4,5,38,51%,10,"3,33",44,57,2,12,"0,67",68,7,16,31,45%,11,16%,82,7,10,37,45%,5,"1,67"
"30.09.2017, 17:00",Cerrad Czarni Radom,GKS Katowice,1,3,55,80,3,23,"0,75",77,5,35,25,32%,9,11%,93,12,8,44,47%,8,"2,00",59,93,5,16,"1,25",57,3,13,30,52%,10,17%,92,6,8,45,49%,9,"2,25"
"30.09.2017, 17:00",Asseco Resovia Rzeszów,Dafi Społem Kielce,3,0,54,74,2,14,"0,67",48,3,13,26,54%,18,37%,68,2,5,43,63%,9,"3,00",40,59,3,11,"1,00",60,2,14,32,53%,9,15%,89,8,9,32,36%,5,"1,67"
"01.10.2017, 15:00",Łuczniczka Bydgoszcz,ONICO Warszawa,0,3,43,59,2,13,"0,67",60,3,16,21,35%,5,8%,77,6,8,34,44%,7,"2,33",53,74,3,14,"1,00",46,2,4,30,65%,18,39%,76,1,7,42,55%,8,"2,67"
"04.10.2017, 18:30",Trefl Gdańsk,ONICO Warszawa,3,2,73,104,4,24,"0,80",85,4,30,34,40%,16,18%,124,7,10,62,50%,7,"1,40",63,98,4,13,"0,80",80,4,16,49,61%,21,26%,114,13,7,49,43%,10,"2,00"
"04.10.2017, 20:30",GKS Katowice,Łuczniczka Bydgoszcz,1,3,75,98,1,23,"0,25",87,2,11,51,58%,31,35%,124,6,10,64,52%,10,"2,50",70,101,2,14,"0,50",75,1,9,34,45%,24,32%,108,3,10,58,54%,10,"2,50"
"04.10.2017, 19:00",MKS Będzin,Cerrad Czarni Radom,1,3,52,86,3,14,"0,75",76,7,21,30,39%,14,18%,76,7,11,40,53%,9,"2,25",70,98,7,22,"1,75",72,3,15,35,48%,14,19%,90,7,9,52,58%,11,"2,75"
"04.10.2017, 18:00",Stocznia Szczecin,Cuprum Lubin,2,3,81,114,8,15,"1,60",95,5,13,64,67%,34,35%,156,6,15,66,42%,7,"1,40",88,111,5,16,"1,00",99,8,30,40,40%,16,16%,147,13,7,68,46%,15,"3,00"
"04.10.2017, 18:00",Dafi Społem Kielce,Indykpol AZS Olsztyn,0,3,37,48,0,9,"0,00",65,8,23,24,36%,18,27%,91,5,10,31,34%,6,"2,00",59,74,8,9,"2,67",39,0,10,19,48%,8,20%,81,1,6,41,51%,10,"3,33"
"04.10.2017, 18:30",BBTS Bielsko-Biała,Asseco Resovia Rzeszów,1,3,68,92,7,9,"1,75",78,4,28,41,52%,25,32%,114,11,8,42,37%,19,"4,75",72,92,5,13,"1,25",84,8,24,47,55%,33,39%,131,5,19,59,45%,8,"2,00"
"11.10.2017, 20:30",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,3,0,58,82,4,14,"1,33",55,2,15,22,40%,10,18%,84,6,5,46,55%,8,"2,67",43,67,2,12,"0,67",68,4,18,27,39%,14,20%,91,11,8,36,40%,5,"1,67"
"15.11.2017, 20:30",PGE Skra Bełchatów,Aluron Virtu Warta Zawiercie,3,0,57,76,9,11,"3,00",63,8,16,28,44%,17,26%,84,10,5,42,50%,6,"2,00",48,73,8,10,"2,67",65,9,23,22,33%,8,12%,78,9,6,35,45%,5,"1,67"
"08.10.2017, 17:00",Aluron Virtu Warta Zawiercie,Trefl Gdańsk,0,3,37,57,3,15,"1,00",59,8,13,25,42%,14,23%,72,8,5,33,46%,1,"0,33",48,74,6,15,"2,00",42,7,13,15,35%,8,19%,60,2,1,37,62%,5,"1,67"
"08.10.2017, 12:30",Jastrzębski Węgiel,PGE Skra Bełchatów,3,1,67,99,8,18,"2,00",72,1,20,33,45%,13,18%,95,7,7,51,54%,8,"2,00",62,92,1,20,"0,25",81,8,12,33,40%,15,18%,106,10,8,54,51%,7,"1,75"
"07.10.2017, 13:00",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,1,3,71,101,6,17,"1,50",88,8,29,42,47%,23,26%,118,11,6,57,48%,8,"2,00",79,108,4,20,"1,00",84,9,21,48,57%,24,28%,126,8,8,69,55%,6,"1,50"
"07.10.2017, 17:00",Indykpol AZS Olsztyn,BBTS Bielsko-Biała,3,1,71,97,5,12,"1,25",56,2,11,33,58%,11,19%,97,10,7,53,55%,13,"3,25",49,73,2,17,"0,50",85,5,24,41,48%,9,10%,101,9,13,40,40%,7,"1,75"
"07.10.2017, 17:00",Cuprum Lubin,Dafi Społem Kielce,3,0,50,74,3,8,"1,00",48,0,9,30,62%,11,22%,75,2,7,37,49%,10,"3,33",44,57,0,9,"0,00",66,3,19,35,53%,14,21%,83,12,10,37,45%,7,"2,33"
"08.10.2017, 17:00",Cerrad Czarni Radom,Stocznia Szczecin,1,3,66,94,2,13,"0,50",87,5,25,40,45%,14,16%,107,11,15,55,51%,9,"2,25",74,101,5,14,"1,25",81,2,25,37,45%,14,17%,106,11,9,54,51%,15,"3,75"
"07.10.2017, 17:00",Łuczniczka Bydgoszcz,MKS Będzin,0,3,46,64,1,11,"0,33",64,6,14,36,56%,17,26%,88,7,10,36,41%,9,"3,00",53,73,6,9,"2,00",53,1,12,32,60%,21,39%,78,5,9,37,47%,10,"3,33"
"09.10.2017, 18:00",ONICO Warszawa,GKS Katowice,3,1,57,84,9,12,"2,25",65,7,17,34,52%,20,30%,91,7,6,43,47%,5,"1,25",57,84,7,19,"1,75",72,9,17,32,44%,14,19%,101,4,5,44,44%,6,"1,50"
"14.10.2017, 15:00",Trefl Gdańsk,GKS Katowice,0,3,53,66,2,13,"0,67",64,4,20,21,32%,13,20%,90,6,4,43,48%,8,"2,67",51,74,4,10,"1,33",53,2,16,22,41%,11,20%,85,2,8,43,51%,4,"1,33"
"12.10.2017, 19:00",MKS Będzin,ONICO Warszawa,3,2,90,112,8,19,"1,60",91,3,16,44,48%,26,28%,130,5,12,69,53%,13,"2,60",78,106,3,15,"0,60",93,8,9,49,52%,28,30%,128,7,13,63,49%,12,"2,40"
"12.10.2017, 18:00",Stocznia Szczecin,Łuczniczka Bydgoszcz,3,2,70,98,10,9,"2,00",84,5,24,43,51%,23,27%,117,11,19,49,42%,11,"2,20",75,100,5,16,"1,00",89,10,20,43,48%,21,23%,111,10,11,51,46%,19,"3,80"
"13.10.2017, 18:00",Dafi Społem Kielce,Cerrad Czarni Radom,3,2,72,110,4,20,"0,80",82,6,23,36,43%,26,31%,106,9,8,51,48%,17,"3,40",77,109,6,27,"1,20",90,4,17,52,57%,26,28%,121,10,17,63,52%,8,"1,60"
"11.10.2017, 18:00",BBTS Bielsko-Biała,Cuprum Lubin,1,3,55,85,2,15,"0,50",81,8,23,45,55%,25,30%,113,7,12,51,45%,2,"0,50",73,97,8,16,"2,00",70,2,16,46,65%,23,32%,114,9,2,53,46%,12,"3,00"
"14.11.2017, 18:30",ZAKSA Kędzierzyn-Koźle,Indykpol AZS Olsztyn,3,2,83,105,6,22,"1,20",81,2,22,46,56%,20,24%,126,6,10,67,53%,10,"2,00",65,96,2,15,"0,40",83,6,19,37,44%,14,16%,119,7,10,53,45%,10,"2,00"
"14.10.2017, 14:45",PGE Skra Bełchatów,Asseco Resovia Rzeszów,3,0,55,73,9,18,"3,00",43,3,14,17,39%,10,23%,53,0,2,36,68%,10,"3,33",36,59,3,16,"1,00",55,9,16,24,43%,16,29%,65,1,10,31,48%,2,"0,67"
"15.10.2017, 14:45",Aluron Virtu Warta Zawiercie,Jastrzębski Węgiel,0,3,45,60,3,13,"1,00",66,5,22,31,46%,18,27%,73,4,6,35,48%,7,"2,33",55,73,5,7,"1,67",47,3,12,21,44%,15,31%,71,4,7,44,62%,6,"2,00"
