Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As
"12.02.2011, 18:00",Pamapol Wielton Wieluń,Jastrzębski Węgiel,1,3,57,79,4,14,"1,00",79,7,32,40,50%,26,32%,95,8,8,45,47%,8,"2,00",67,90,7,11,"1,75",65,4,18,43,66%,23,35%,99,8,8,52,53%,8,"2,00"
"19.02.2011, 17:00",Indykpol AZS UWM Olsztyn,Jastrzębski Węgiel,1,3,52,82,2,9,"0,50",84,8,21,42,50%,23,27%,117,10,16,37,32%,13,"3,25",82,101,8,17,"2,00",73,2,10,42,57%,21,28%,134,12,13,58,43%,16,"4,00"
"19.02.2011, 18:00",Pamapol Wielton Wieluń,Fart Kielce,1,3,68,86,2,16,"0,50",86,5,24,57,66%,25,29%,122,9,4,58,48%,8,"2,00",66,94,5,6,"1,25",70,2,22,46,65%,19,27%,124,9,8,57,46%,4,"1,00"
"26.02.2011, 18:00",Pamapol Wielton Wieluń,Indykpol AZS UWM Olsztyn,3,2,80,110,5,10,"1,00",99,5,36,58,58%,29,29%,144,11,14,60,42%,15,"3,00",88,115,5,16,"1,00",100,5,28,67,67%,31,31%,150,11,15,69,46%,14,"2,80"
"25.02.2011, 18:00",Fart Kielce,Jastrzębski Węgiel,3,0,49,75,1,10,"0,33",40,3,13,20,50%,12,30%,78,6,5,37,47%,11,"3,67",52,70,5,15,"1,67",65,1,15,45,69%,33,50%,93,12,11,42,45%,5,"1,67"
"05.03.2011, 17:00",Indykpol AZS UWM Olsztyn,Fart Kielce,1,3,61,87,1,15,"0,25",81,7,7,56,69%,37,45%,114,12,8,55,48%,5,"1,25",72,99,7,18,"1,75",72,1,14,42,58%,23,31%,106,6,5,57,54%,8,"2,00"
"04.03.2011, 18:00",Jastrzębski Węgiel,Pamapol Wielton Wieluń,3,0,57,74,9,16,"3,00",62,4,13,33,53%,17,27%,81,9,7,40,49%,8,"2,67",41,70,4,8,"1,33",58,9,10,27,46%,15,25%,66,7,8,30,45%,7,"2,33"
"02.04.2011, 18:00",PGE Skra Bełchatów,Tytan AZS Częstochowa,3,0,54,73,4,9,"1,33",47,2,20,21,44%,14,29%,83,5,4,43,52%,7,"2,33",41,59,2,12,"0,67",64,4,20,28,43%,12,18%,88,8,7,35,40%,4,"1,33"
"02.04.2011, 14:45",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,2,3,66,95,4,11,"0,80",88,4,19,56,63%,36,40%,132,9,18,54,41%,8,"1,60",78,101,4,13,"0,80",84,4,24,51,60%,30,35%,122,14,8,57,47%,18,"3,60"
"03.04.2011, 17:00",PGE Skra Bełchatów,Tytan AZS Częstochowa,3,1,70,102,6,18,"1,50",80,4,36,35,43%,19,23%,122,8,9,51,42%,13,"3,25",66,95,4,15,"1,00",84,6,28,39,46%,11,13%,138,12,13,53,38%,9,"2,25"
"03.04.2011, 14:45",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,3,0,51,74,2,7,"0,67",50,5,15,22,44%,13,26%,78,4,4,40,51%,9,"3,00",51,64,5,14,"1,67",67,2,20,41,61%,24,35%,81,6,9,42,52%,4,"1,33"
"06.04.2011, 18:00",Tytan AZS Częstochowa,PGE Skra Bełchatów,1,3,61,85,5,16,"1,25",80,7,24,40,50%,27,33%,102,9,13,44,43%,12,"3,00",71,95,7,15,"1,75",69,5,11,39,56%,25,36%,105,7,12,51,49%,13,"3,25"
"08.04.2011, 18:00",ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,3,0,51,74,4,9,"1,33",55,1,22,29,52%,16,29%,81,5,10,36,44%,12,"4,00",45,65,1,10,"0,33",65,4,12,40,61%,23,35%,99,10,12,34,34%,10,"3,33"
"09.04.2011, 17:00",ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,3,1,67,94,1,13,"0,25",75,2,25,39,52%,24,32%,120,8,10,53,44%,13,"3,25",60,84,2,9,"0,50",81,1,24,44,54%,19,23%,127,17,13,48,38%,10,"2,50"
"12.03.2011, 18:00",Fart Kielce,Indykpol AZS UWM Olsztyn,3,2,89,111,10,11,"2,00",99,4,23,68,68%,40,40%,143,11,11,63,44%,16,"3,20",88,110,4,10,"0,80",100,10,25,60,60%,34,34%,150,11,16,73,49%,11,"2,20"
"13.03.2011, 15:00",Jastrzębski Węgiel,Pamapol Wielton Wieluń,3,0,54,73,6,11,"2,00",49,1,8,25,51%,17,34%,72,6,5,38,53%,10,"3,33",40,60,1,11,"0,33",62,6,13,27,43%,14,22%,79,8,10,34,43%,5,"1,67"
"19.03.2011, 18:00",Indykpol AZS UWM Olsztyn,Fart Kielce,3,2,81,102,8,13,"1,60",95,1,23,50,52%,31,32%,150,13,15,61,41%,12,"2,40",80,106,1,11,"0,20",89,8,19,45,50%,25,28%,142,10,12,64,45%,15,"3,00"
"19.03.2011, 18:00",Pamapol Wielton Wieluń,Jastrzębski Węgiel,2,3,78,105,6,24,"1,20",95,2,37,56,58%,29,30%,130,9,15,62,48%,10,"2,00",77,111,2,16,"0,40",81,6,24,51,62%,30,37%,125,8,10,60,48%,15,"3,00"
"26.03.2011, 18:00",Fart Kielce,Indykpol AZS UWM Olsztyn,1,3,74,97,3,17,"0,75",91,3,18,59,64%,32,35%,135,13,14,61,45%,10,"2,50",73,104,3,13,"0,75",80,3,16,50,62%,28,35%,118,8,10,56,47%,14,"3,50"
"02.04.2011, 17:00",Jastrzębski Węgiel,Pamapol Wielton Wieluń,3,1,65,99,11,16,"2,75",64,3,18,35,54%,19,29%,93,10,5,46,49%,8,"2,00",53,84,3,20,"0,75",83,11,21,33,39%,19,22%,96,12,8,45,47%,5,"1,25"
"04.04.2011, 18:00",Indykpol AZS UWM Olsztyn,Fart Kielce,3,2,80,108,6,13,"1,20",86,3,12,57,66%,40,46%,136,11,10,60,44%,14,"2,80",75,103,3,17,"0,60",94,6,20,44,46%,29,30%,142,11,14,62,44%,10,"2,00"
"14.04.2011, 17:30",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,2,3,74,104,3,17,"0,60",92,5,36,36,39%,21,22%,124,11,10,58,47%,13,"2,60",80,108,5,16,"1,00",87,3,30,42,48%,19,21%,135,9,13,65,48%,10,"2,00"
"15.04.2011, 18:00",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,3,1,64,96,8,14,"2,00",68,3,18,43,63%,21,30%,106,7,13,46,43%,10,"2,50",56,84,3,16,"0,75",82,8,35,33,40%,17,20%,102,12,10,41,40%,13,"3,25"
"20.04.2011, 18:00",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,1,3,63,91,4,16,"1,00",77,2,30,38,49%,21,27%,119,6,12,53,45%,7,"1,75",70,95,2,18,"0,50",75,4,27,35,46%,17,22%,113,4,7,57,50%,12,"3,00"
"21.04.2011, 19:00",ZAKSA Kędzierzyn-Koźle,PGE Skra Bełchatów,0,3,37,62,2,8,"0,67",58,4,16,23,39%,11,18%,72,10,6,28,39%,7,"2,33",53,74,4,16,"1,33",54,2,16,29,53%,18,33%,85,5,7,43,51%,6,"2,00"
"13.04.2011, 18:00",Asseco Resovia Rzeszów,Tytan AZS Częstochowa,3,2,71,96,5,12,"1,00",86,4,28,44,51%,27,31%,129,15,12,52,40%,15,"3,00",68,99,4,13,"0,80",84,5,20,51,60%,34,40%,126,11,15,52,41%,12,"2,40"
"14.04.2011, 18:00",Asseco Resovia Rzeszów,Tytan AZS Częstochowa,3,0,51,72,4,8,"1,33",51,3,20,26,50%,17,33%,68,5,3,36,53%,12,"4,00",47,66,3,15,"1,00",64,4,16,38,59%,24,37%,94,10,12,41,44%,3,"1,00"
"18.04.2011, 18:00",Tytan AZS Częstochowa,Asseco Resovia Rzeszów,2,3,80,102,4,20,"0,80",94,8,16,47,50%,30,31%,128,13,10,59,46%,17,"3,40",72,106,8,12,"1,60",82,4,8,52,63%,34,41%,121,8,17,54,45%,10,"2,00"
"02.04.2011, 17:00",AZS Politechnika Warszawska,Delecta Bydgoszcz,3,0,60,72,11,15,"3,67",44,2,15,23,52%,15,34%,68,4,3,46,68%,4,"1,33",31,53,2,9,"0,67",57,11,19,22,38%,13,22%,62,4,4,26,42%,3,"1,00"
"03.04.2011, 17:00",AZS Politechnika Warszawska,Delecta Bydgoszcz,3,1,72,95,8,14,"2,00",67,5,21,34,50%,14,20%,74,5,9,51,69%,13,"3,25",60,82,5,15,"1,25",81,8,24,41,50%,19,23%,93,5,13,46,49%,9,"2,25"
"13.04.2011, 18:00",Delecta Bydgoszcz,AZS Politechnika Warszawska,1,3,61,92,9,15,"2,25",72,4,17,40,55%,28,38%,104,10,10,48,46%,4,"1,00",68,94,4,22,"1,00",77,9,28,34,44%,22,28%,93,6,4,54,58%,10,"2,50"
"13.04.2011, 18:00",Fart Kielce,Pamapol Wielton Wieluń,2,3,76,103,3,13,"0,60",87,4,24,50,57%,35,40%,136,14,8,53,39%,20,"4,00",74,102,4,15,"0,80",89,3,23,52,58%,30,33%,146,9,19,62,42%,8,"1,60"
"16.04.2011, 18:00",Pamapol Wielton Wieluń,Fart Kielce,0,3,48,63,4,11,"1,33",66,5,21,40,60%,23,34%,86,8,4,40,47%,4,"1,33",52,73,5,7,"1,67",52,4,13,35,67%,27,51%,78,6,4,43,55%,4,"1,33"
"20.04.2011, 18:00",Fart Kielce,Pamapol Wielton Wieluń,3,1,65,98,13,14,"3,25",60,8,7,35,58%,23,38%,96,9,8,38,40%,14,"3,50",56,80,8,20,"2,00",84,13,12,46,54%,25,29%,113,11,15,39,35%,9,"2,25"
"28.04.2011, 18:00",Pamapol Wielton Wieluń,Fart Kielce,3,1,70,93,6,14,"1,50",69,4,31,34,49%,20,28%,101,10,5,56,55%,8,"2,00",55,83,4,14,"1,00",79,6,37,36,45%,19,24%,107,7,8,46,43%,5,"1,25"
"01.05.2011, 16:00",Fart Kielce,Pamapol Wielton Wieluń,3,0,55,76,4,11,"1,33",55,0,17,32,58%,23,41%,86,9,6,45,52%,6,"2,00",44,69,0,14,"0,00",65,4,17,31,47%,16,24%,88,8,6,38,43%,6,"2,00"
"04.05.2011, 18:00",Pamapol Wielton Wieluń,Fart Kielce,2,3,80,104,6,19,"1,20",95,5,38,52,54%,23,24%,125,13,9,63,50%,11,"2,20",68,105,5,10,"1,00",85,6,42,37,43%,14,16%,112,7,11,54,48%,9,"1,80"
"22.10.2010, 18:00",Fart Kielce,PGE Skra Bełchatów,0,3,33,55,3,10,"1,00",55,5,7,34,61%,15,27%,68,5,14,26,38%,4,"1,33",57,74,5,19,"1,67",45,3,6,32,71%,16,35%,66,2,3,39,59%,13,"4,33"
"24.10.2010, 14:45",AZS Politechnika Warszawska,Jastrzębski Węgiel,3,1,71,93,10,18,"2,50",81,3,24,46,56%,31,38%,117,13,12,50,43%,11,"2,75",59,93,4,13,"1,00",74,10,30,28,37%,19,25%,106,9,11,44,42%,11,"2,75"
"23.10.2010, 14:45",ZAKSA Kędzierzyn-Koźle,Indykpol AZS UWM Olsztyn,3,0,50,74,5,16,"1,67",41,2,16,20,48%,10,24%,72,3,5,38,53%,7,"2,33",33,55,2,14,"0,67",58,5,19,26,44%,13,22%,72,9,7,26,36%,5,"1,67"
"22.10.2010, 20:30",Tytan AZS Częstochowa,Delecta Bydgoszcz,2,3,75,101,10,15,"2,00",90,10,18,54,60%,40,44%,112,10,17,56,50%,9,"1,80",76,103,10,13,"2,00",86,10,14,52,60%,29,33%,107,11,9,49,46%,17,"3,40"
"23.10.2010, 19:00",Pamapol Wielton Wieluń,Asseco Resovia Rzeszów,2,3,71,106,5,15,"1,00",87,2,24,61,70%,38,43%,138,8,15,56,41%,10,"2,00",86,108,2,21,"0,40",91,5,17,69,75%,34,37%,141,10,10,69,49%,15,"3,00"
"27.10.2010, 18:00",Fart Kielce,Delecta Bydgoszcz,3,1,79,97,11,10,"2,75",77,3,11,45,58%,26,33%,133,10,13,59,44%,10,"2,50",67,89,3,12,"0,75",87,11,21,40,45%,24,27%,113,4,10,51,45%,13,"3,25"
"27.10.2010, 18:00",Indykpol AZS UWM Olsztyn,Tytan AZS Częstochowa,3,2,75,105,5,10,"1,00",89,5,22,49,55%,33,37%,121,11,10,55,45%,16,"3,20",82,106,5,17,"1,00",93,5,17,55,59%,28,30%,133,10,17,67,50%,11,"2,20"
"27.10.2010, 18:00",Pamapol Wielton Wieluń,ZAKSA Kędzierzyn-Koźle,0,3,32,49,3,13,"1,00",63,9,19,35,55%,19,30%,72,9,7,24,33%,5,"1,67",51,72,9,9,"3,00",36,3,10,23,63%,18,50%,68,6,5,35,51%,7,"2,33"
"27.10.2010, 20:30",AZS Politechnika Warszawska,Asseco Resovia Rzeszów,3,2,75,102,11,20,"2,20",84,2,33,46,54%,29,34%,117,12,9,51,44%,13,"2,60",66,101,2,17,"0,40",82,11,29,35,42%,22,26%,123,6,12,55,45%,9,"1,80"
"27.10.2010, 18:00",PGE Skra Bełchatów,Jastrzębski Węgiel,3,2,69,100,7,13,"1,40",77,0,22,43,55%,15,19%,122,8,13,55,45%,7,"1,40",56,85,0,17,"0,00",87,7,20,48,55%,25,28%,115,10,6,48,42%,9,"1,80"
"30.10.2010, 17:00",Jastrzębski Węgiel,Fart Kielce,3,0,46,64,5,14,"1,67",43,3,8,26,60%,16,37%,68,3,4,34,50%,7,"2,33",33,54,3,11,"1,00",58,5,12,35,60%,16,27%,76,9,12,25,33%,5,"1,67"
"30.10.2010, 14:45",Asseco Resovia Rzeszów,PGE Skra Bełchatów,3,1,65,91,6,14,"1,50",68,7,16,38,55%,29,42%,107,9,8,50,47%,9,"2,25",57,85,7,17,"1,75",77,6,18,46,59%,35,45%,105,9,9,42,40%,8,"2,00"
"30.10.2010, 17:00",ZAKSA Kędzierzyn-Koźle,AZS Politechnika Warszawska,3,1,59,94,5,19,"1,25",59,3,13,29,49%,14,23%,88,9,3,41,47%,13,"3,25",48,80,3,21,"0,75",75,5,27,36,48%,19,25%,102,10,13,42,41%,3,"0,75"
"29.10.2010, 18:00",Tytan AZS Częstochowa,Pamapol Wielton Wieluń,3,0,59,73,2,8,"0,67",50,1,6,39,78%,34,68%,80,7,6,45,56%,12,"4,00",38,55,1,5,"0,33",65,2,15,31,47%,22,33%,84,8,12,31,37%,6,"2,00"
"31.10.2010, 14:45",Delecta Bydgoszcz,Indykpol AZS UWM Olsztyn,3,0,58,84,3,7,"1,00",66,3,18,38,57%,30,45%,98,2,7,47,48%,10,"3,33",64,79,3,13,"1,00",77,3,24,45,58%,37,48%,117,13,10,54,46%,7,"2,33"
"03.11.2010, 18:00",Fart Kielce,Indykpol AZS UWM Olsztyn,3,1,67,94,5,12,"1,25",77,6,10,50,64%,24,31%,104,11,6,53,51%,9,"2,25",65,90,6,13,"1,50",82,5,17,48,58%,26,31%,106,14,9,53,50%,6,"1,50"
"03.11.2010, 18:00",Pamapol Wielton Wieluń,Delecta Bydgoszcz,3,0,58,68,5,7,"1,67",52,3,25,24,46%,19,36%,68,4,5,41,60%,12,"4,00",39,56,3,4,"1,00",61,5,21,35,57%,26,42%,78,9,12,31,40%,5,"1,67"
"03.11.2010, 19:00",AZS Politechnika Warszawska,Tytan AZS Częstochowa,1,3,63,92,4,14,"1,00",84,9,21,48,57%,27,32%,129,11,16,50,39%,9,"2,25",68,96,10,12,"2,50",78,4,28,42,53%,23,29%,110,12,9,42,38%,16,"4,00"
"03.11.2010, 18:00",PGE Skra Bełchatów,ZAKSA Kędzierzyn-Koźle,3,2,78,105,5,18,"1,00",89,6,23,46,51%,21,23%,134,6,8,63,47%,10,"2,00",83,110,6,21,"1,20",87,5,24,43,49%,21,24%,126,3,10,69,55%,8,"1,60"
"03.11.2010, 20:30",Jastrzębski Węgiel,Asseco Resovia Rzeszów,2,3,57,92,5,17,"1,00",82,6,13,52,63%,20,24%,115,9,11,45,39%,7,"1,40",66,97,6,15,"1,20",84,5,16,53,63%,23,27%,119,15,12,47,39%,13,"2,60"
"06.11.2010, 18:00",Asseco Resovia Rzeszów,Fart Kielce,3,1,55,91,7,15,"1,75",60,2,14,37,61%,28,46%,89,6,8,41,46%,7,"1,75",55,79,2,17,"0,50",76,7,20,42,55%,28,36%,104,16,7,45,43%,8,"2,00"
"07.11.2010, 14:45",ZAKSA Kędzierzyn-Koźle,Jastrzębski Węgiel,1,3,68,100,2,18,"0,50",84,5,22,38,45%,20,23%,128,11,12,57,45%,10,"2,50",60,89,5,16,"1,25",81,2,30,42,51%,20,24%,100,6,10,45,45%,10,"2,50"
"06.11.2010, 17:00",Tytan AZS Częstochowa,PGE Skra Bełchatów,0,3,41,65,4,11,"1,33",56,7,11,31,55%,23,41%,64,5,8,26,41%,11,"3,67",59,73,7,17,"2,33",54,4,6,34,62%,29,53%,83,5,11,44,53%,8,"2,67"
"06.11.2010, 14:45",Delecta Bydgoszcz,AZS Politechnika Warszawska,1,3,63,91,2,10,"0,50",82,6,27,42,51%,33,40%,110,8,9,48,44%,13,"3,25",74,95,6,14,"1,50",81,2,35,38,46%,30,37%,124,11,13,59,48%,9,"2,25"
"06.11.2010, 17:00",Indykpol AZS UWM Olsztyn,Pamapol Wielton Wieluń,3,1,66,97,5,13,"1,25",63,2,11,34,53%,19,30%,97,7,14,47,48%,14,"3,50",55,78,1,16,"0,25",84,5,22,39,46%,18,21%,106,13,14,40,38%,14,"3,50"
"10.11.2010, 18:00",Fart Kielce,Pamapol Wielton Wieluń,1,3,67,96,3,14,"0,75",83,3,16,49,59%,25,30%,128,14,10,53,41%,11,"2,75",74,102,3,19,"0,75",82,3,14,50,60%,29,35%,130,8,11,61,47%,10,"2,50"
"10.11.2010, 19:00",AZS Politechnika Warszawska,Indykpol AZS UWM Olsztyn,3,0,50,75,4,14,"1,33",57,2,20,30,52%,17,29%,79,4,12,36,46%,10,"3,33",44,70,2,13,"0,67",60,3,22,32,53%,25,41%,78,13,10,30,38%,12,"4,00"
"10.11.2010, 18:00",PGE Skra Bełchatów,Delecta Bydgoszcz,3,0,57,75,12,13,"4,00",46,3,9,28,60%,16,34%,74,5,6,38,51%,8,"2,67",34,55,3,9,"1,00",62,12,25,23,37%,8,12%,66,6,8,26,39%,6,"2,00"
"10.11.2010, 18:00",Jastrzębski Węgiel,Tytan AZS Częstochowa,1,3,70,93,1,11,"0,25",85,4,21,54,63%,25,29%,111,9,12,55,50%,14,"3,50",74,102,4,17,"1,00",83,1,19,43,51%,17,20%,113,6,14,56,50%,14,"3,50"
"10.11.2010, 20:30",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,3,2,71,100,6,13,"1,20",93,12,29,44,47%,28,30%,126,11,13,52,41%,14,"2,80",77,109,12,16,"2,40",86,6,26,47,54%,34,39%,130,9,14,53,41%,13,"2,60"
"13.11.2010, 17:00",ZAKSA Kędzierzyn-Koźle,Fart Kielce,3,2,78,107,10,19,"2,00",83,3,26,40,48%,18,21%,124,10,12,60,48%,8,"1,60",66,100,3,17,"0,60",88,10,27,39,44%,20,22%,113,8,8,51,45%,12,"2,40"
"14.11.2010, 14:45",Tytan AZS Częstochowa,Asseco Resovia Rzeszów,3,1,69,97,7,11,"1,75",71,6,14,41,57%,33,46%,88,0,7,52,59%,10,"2,50",75,87,6,16,"1,50",86,7,13,52,60%,40,46%,113,13,10,62,55%,7,"1,75"
"13.11.2010, 17:00",Delecta Bydgoszcz,Jastrzębski Węgiel,3,1,76,101,6,14,"1,50",80,7,23,47,58%,33,41%,123,9,8,56,46%,14,"3,50",69,92,7,15,"1,75",87,6,21,54,62%,50,57%,111,7,13,56,50%,6,"1,50"
"13.11.2010, 14:45",Indykpol AZS UWM Olsztyn,PGE Skra Bełchatów,0,3,32,50,2,6,"0,67",62,8,14,34,54%,17,27%,73,6,14,28,38%,2,"0,67",61,73,8,11,"2,67",44,2,6,30,68%,13,29%,70,4,2,39,56%,14,"4,67"
"15.11.2010, 18:00",Pamapol Wielton Wieluń,AZS Politechnika Warszawska,1,3,53,81,4,13,"1,00",69,8,23,38,55%,25,36%,97,7,13,40,41%,9,"2,25",70,90,8,21,"2,00",68,4,26,38,55%,26,38%,97,7,9,49,51%,13,"3,25"
"18.11.2010, 18:00",Fart Kielce,AZS Politechnika Warszawska,3,1,61,99,6,17,"1,50",77,3,17,44,57%,26,33%,101,5,9,46,46%,9,"2,25",74,99,3,22,"0,75",82,6,17,53,64%,28,34%,123,14,9,62,50%,9,"2,25"
"20.11.2010, 19:00",PGE Skra Bełchatów,Pamapol Wielton Wieluń,3,0,59,74,9,18,"3,00",49,2,19,23,46%,13,26%,74,5,4,44,59%,7,"2,33",32,59,2,10,"0,67",56,9,27,15,26%,8,14%,65,4,7,26,40%,4,"1,33"
"19.11.2010, 18:00",Jastrzębski Węgiel,Indykpol AZS UWM Olsztyn,3,1,69,92,7,13,"1,75",67,2,9,48,71%,22,32%,90,11,6,48,53%,14,"3,50",48,77,2,10,"0,50",83,7,20,50,60%,30,36%,90,6,15,40,44%,6,"1,50"
"21.11.2010, 14:45",Asseco Resovia Rzeszów,Delecta Bydgoszcz,1,3,64,79,3,9,"0,75",87,3,19,52,59%,29,33%,117,8,19,53,45%,8,"2,00",75,96,3,9,"0,75",69,3,21,40,57%,23,33%,114,3,8,53,46%,19,"4,75"
"20.11.2010, 14:45",ZAKSA Kędzierzyn-Koźle,Tytan AZS Częstochowa,2,3,68,99,5,19,"1,00",85,5,18,52,61%,27,31%,116,11,14,49,42%,15,"3,00",71,102,5,17,"1,00",80,5,21,42,52%,21,26%,121,9,15,52,43%,14,"2,80"
"27.11.2010, 17:00",Tytan AZS Częstochowa,Fart Kielce,3,0,54,73,4,12,"1,33",48,0,11,31,64%,24,50%,78,5,5,38,49%,12,"4,00",38,58,0,10,"0,00",61,4,20,32,52%,23,37%,80,9,12,33,41%,5,"1,67"
"28.11.2010, 14:45",Delecta Bydgoszcz,ZAKSA Kędzierzyn-Koźle,2,3,65,96,5,11,"1,00",86,8,36,36,41%,24,27%,109,10,13,51,47%,9,"1,80",86,108,8,22,"1,60",85,5,23,49,57%,37,43%,120,6,8,65,54%,13,"2,60"
"28.11.2010, 17:00",Indykpol AZS UWM Olsztyn,Asseco Resovia Rzeszów,0,3,44,67,2,9,"0,67",63,4,11,40,63%,26,41%,84,3,14,36,43%,6,"2,00",60,73,4,9,"1,33",58,2,11,29,50%,15,25%,88,11,6,42,48%,14,"4,67"
"27.11.2010, 18:00",Pamapol Wielton Wieluń,Jastrzębski Węgiel,0,3,44,64,2,12,"0,67",59,3,19,37,62%,16,27%,74,6,9,40,54%,2,"0,67",49,63,3,13,"1,00",52,2,19,31,59%,15,28%,59,2,2,40,68%,6,"2,00"
"27.11.2010, 14:45",AZS Politechnika Warszawska,PGE Skra Bełchatów,0,3,33,61,3,14,"1,00",56,5,25,24,42%,9,16%,69,2,11,28,41%,3,"1,00",56,73,5,17,"1,67",46,2,14,25,54%,16,34%,67,7,3,40,60%,11,"3,67"
"01.12.2010, 18:00",PGE Skra Bełchatów,Fart Kielce,3,0,62,72,4,10,"1,33",42,2,11,21,50%,10,23%,76,4,3,42,55%,16,"5,33",28,48,2,6,"0,67",62,4,23,26,41%,16,25%,80,7,16,23,29%,3,"1,00"
"01.12.2010, 18:00",Jastrzębski Węgiel,AZS Politechnika Warszawska,0,3,35,53,3,15,"1,00",61,2,12,37,60%,22,36%,70,6,13,29,41%,3,"1,00",50,74,2,13,"0,67",44,3,7,25,56%,14,31%,68,3,4,35,51%,13,"4,33"
"01.12.2010, 18:00",Indykpol AZS UWM Olsztyn,ZAKSA Kędzierzyn-Koźle,2,3,70,103,2,15,"0,40",89,4,26,40,44%,23,25%,133,6,15,55,41%,13,"2,60",86,106,4,17,"0,80",88,2,20,47,53%,26,29%,131,12,13,67,51%,15,"3,00"
"01.12.2010, 20:30",Delecta Bydgoszcz,Tytan AZS Częstochowa,0,3,50,71,2,11,"0,67",64,6,17,35,54%,26,40%,93,4,8,45,48%,3,"1,00",59,75,6,11,"2,00",60,2,19,30,50%,20,33%,95,7,3,45,47%,8,"2,67"
"01.12.2010, 19:00",Asseco Resovia Rzeszów,Pamapol Wielton Wieluń,3,0,53,74,1,11,"0,33",48,2,7,36,75%,22,45%,75,6,3,39,52%,13,"4,33",38,60,2,12,"0,67",63,1,22,36,57%,30,47%,86,5,13,33,38%,3,"1,00"
"04.12.2010, 17:00",Delecta Bydgoszcz,Fart Kielce,3,0,46,74,0,10,"0,00",48,2,10,27,56%,18,37%,81,9,4,39,48%,7,"2,33",41,61,2,13,"0,67",64,0,27,33,51%,20,31%,89,12,7,35,39%,4,"1,33"
"04.12.2010, 17:00",Tytan AZS Częstochowa,Indykpol AZS UWM Olsztyn,3,0,53,76,2,6,"0,67",55,5,8,38,69%,28,50%,100,9,7,38,38%,13,"4,33",46,65,5,10,"1,67",70,2,14,42,60%,24,34%,103,9,13,34,33%,7,"2,33"
"04.12.2010, 17:00",ZAKSA Kędzierzyn-Koźle,Pamapol Wielton Wieluń,3,2,64,100,1,10,"0,20",84,8,17,45,53%,20,23%,112,10,8,54,48%,9,"1,80",82,108,8,24,"1,60",90,1,25,49,54%,22,24%,133,12,9,67,50%,8,"1,60"
"04.12.2010, 17:00",Asseco Resovia Rzeszów,AZS Politechnika Warszawska,3,1,75,101,6,8,"1,50",76,6,17,47,61%,31,40%,125,11,8,62,50%,7,"1,75",70,93,6,17,"1,50",93,6,31,47,50%,33,35%,118,6,7,56,47%,8,"2,00"
"04.12.2010, 14:45",Jastrzębski Węgiel,PGE Skra Bełchatów,1,3,53,80,1,18,"0,25",78,6,17,43,55%,28,35%,95,10,16,44,46%,8,"2,00",68,96,6,17,"1,50",68,1,14,48,70%,29,42%,104,6,9,46,44%,16,"4,00"
"11.12.2010, 18:00",Fart Kielce,Jastrzębski Węgiel,3,1,72,97,7,9,"1,75",74,7,12,46,62%,25,33%,106,7,3,55,52%,10,"2,50",72,90,7,18,"1,75",88,7,10,54,61%,22,25%,115,7,10,62,54%,3,"0,75"
"30.12.2010, 20:30",PGE Skra Bełchatów,Asseco Resovia Rzeszów,3,1,66,91,9,19,"2,25",67,6,22,32,47%,16,23%,94,7,7,48,51%,10,"2,50",53,81,6,14,"1,50",72,9,22,30,41%,14,19%,88,8,10,40,45%,7,"1,75"
"11.12.2010, 14:45",AZS Politechnika Warszawska,ZAKSA Kędzierzyn-Koźle,3,1,61,95,3,16,"0,75",71,7,20,39,54%,23,32%,106,7,6,44,42%,14,"3,50",64,90,7,19,"1,75",79,3,20,51,64%,34,43%,131,11,14,51,39%,6,"1,50"
"11.12.2010, 18:00",Pamapol Wielton Wieluń,Tytan AZS Częstochowa,0,3,37,57,3,16,"1,00",60,5,24,31,51%,16,26%,70,7,10,26,37%,8,"2,67",49,72,5,12,"1,67",43,3,12,28,65%,20,46%,68,3,9,34,50%,10,"3,33"
